0: 24/161
3060: 4'33/56
3061: 49'13/24
3062: 2
3063: 7'13/40
3064: 59'1/8
3065: 35'7/27
3066: 11'7/8
3067: 4'1/2
3068: 3'1/4
3069: 6'143/216
3070: 21'1/2
3071: 10'773/1204
3072: 2'376/637
3073: 5'7/8
3074: 6'7/24
3075: 67'5/36
3076: 8'1/28
3077: 179/336
3078: 5'1043/1128
3079: 4/29
3080: 44/441
3081: 91
3082: 65/893
3083: 35/36
3084: 4'3/40
3085: 6'51/98
3086: 8'5/8
3087: 5'1/3
3088: 5'19/35
3089: 24
3090: 43'2/5
3091: 32'7/12
3092: 5'1/7
3093: 27/86
3094: 3/5
3095: 4'47/80
3096: 36
3097: 8'2/3
3098: 7'4/5
3099: 530/1521
3100: 6'14/27
3101: 43/203
3102: 10'3/4
3103: 8'143/174
3104: 6'52/87
3105: 8'13/15
3106: 17/110
3107: 2'9/58
3108: 9'1/6
3109: 5'1/2
3110: 27/110
3111: 2'2/3
3112: 55'3/4
3113: 5'39/56
3114: 2'89/98
3115: 6'11/18
3116: 17/65
3117: 33/472
3118: 19'31/36
3119: 12
3120: 16'2/3
3121: 10'13/56
3122: 3/8
3123: 10'1/2
3124: 10'9/10
3125: 4'19/39
3126: 45/1054
3127: 9'1117/1407
3128: 102/1463
3129: 75'1/8
3130: 6
3131: 19'17/24
3132: 17'1/2
3133: 29'3/7
3134: 7'1/3
3135: 1'1/3
3136: 15'1/6
3137: 297
3138: 6'35/48
3139: 80'5/8
3140: 5'52/161
3141: 2/67
3142: 11
3143: 9'191/330
3144: 15'2/9
3145: 62'5/6
3146: 31'17/21
3147: 40
3148: 5'13/71
3149: 18'1/2
3150: 7'19/63
3151: 8'5/9
3152: 7'26/27
3153: 2/145
3154: 6'16/19
3155: 31/39
3156: 3/88
3157: 27/182
3158: 5'290/1449
3159: 1'7/12
3160: 15'3/7
3161: 9'13/45
3162: 2'53/56
3163: 6'1/6
3164: 13'55/84
3165: 3'17/21
3166: 5'13/15
3167: 8'62/141
3168: 5'11/18
3169: 9'79/165
3170: 12'7/8
3171: 1'29/40
3172: 6'219/290
3173: 1'13/35
3174: 1'15/28
3175: 20'41/90
3176: 2'1/4
3177: 1'1/8
3178: 51'5/7
3179: 10'1/24
3180: 8'3/4
3181: 2'13/16
3182: 4'11/25
3183: 10
3184: 7'3/4
3185: 7'1/2
3186: 8/9
3187: 6/7
3188: 21'3/4
3189: 27/200
3190: 7'33/94
3191: 3'17/36
3192: 8'42/67
3193: 9'1/2
3194: 7/160
3195: 21'5/9
3196: 12'7/24
3197: 12'5/7
3198: 44'8/15
3199: 1'271/1400
3200: 3'41/48
3201: 70'5/7
3202: 16'7/24
3203: 108/325
3204: 42'3/5
3205: 8'23/53
3206: 65/129
3207: 22'2/7
3208: 2'107/115
3209: 1'11/27
3210: 37'23/63
3211: 39/92
3212: 21'1/4
3213: 4'1/140
3214: 4
3215: 11'9/10
3216: 2'13/24
3217: 2'19/27
3218: 2'3/4
3219: 13'4/5
3220: 1'49/52
3221: 7'13/56
3222: 1'5/7
3223: 13/24
3224: 6'2/3
3225: 4/7
3226: 11/40
3227: 6/245
3228: 2
3229: 185
3230: 9'5/6
3231: 9'1/3
3232: 1'289/1239
3233: 1'8/9
3234: 8'7/40
3235: 2'1/2
3236: 5'11/27
3237: 9'179/549
3238: 25/88
3239: 6'25/114
3240: 18'5/12
3241: 8'1/4
3242: 4'3/20
3243: 8/15
3244: 3/44
3245: 6'4/7
3246: 4'161/216
3247: 3'55/57
3248: 8'2/7
3249: 4'1/21
3250: 173/425
3251: 1'6/13
3252: 5'629/930
3253: 8/63
3254: 2'1/4
3255: 239'5/12
3256: 25'1/5
3257: 12'5/6
3258: 4'169/544
3259: 1'17/30
3260: 805/1416
3261: 4'76/105
3262: 10'1/8
3263: 5'4/15
3264: 45'1/4
3265: 3'2/3
3266: 3/656
3267: 33'2/7
3268: 2'9/40
3269: 15'17/18
3270: 7'1/3
3271: 4'58/117
3272: 10/99
3273: 96
3274: 256/4725
3275: 8'131/180
3276: 4'1037/1260
3277: 17
3278: 21/46
3279: 3'115/116
3280: 7/18
3281: 3'13/20
3282: 6'5/12
3283: 96
3284: 681'3/8
3285: 3'85/243
3286: 9'1/11
3287: 39'73/180
3288: 15'1/6
3289: 8'67/108
3290: 154'2/7
3291: 4'59/162
3292: 9'4/15
3293: 1'23/24
3294: 14/19
3295: 135
3296: 8'215/259
3297: 75
3298: 4'8/9
3299: 4'4/7
3300: 14'1/3
3301: 12'5/72
3302: 13'9/10
3303: 8'19/34
3304: 5'23/45
3305: 5'25/42
3306: 26'1/6
3307: 5'11/20
3308: 21'1/9
3309: 4'2/3
3310: 52'1/3
3311: 25'1/2
3312: 2'5/8
3313: 9/10
3314: 38'67/84
3315: 6'1/15
3316: 1/144
3317: 9'17/117
3318: 3/7
3319: 55'2/7
3320: 1'11/16
3321: 7'37/44
3322: 9'467/1000
3323: 8'1/2
3324: 3'11/56
3325: 2
3326: 52
3327: 5'97/133
3328: 15'3/4
3329: 14'16/45
3330: 15'7/12
3331: 40'67/84
3332: 5'29/126
3333: 2/9
3334: 9'9/50
3335: 45/272
3336: 10'5/18
3337: 1'13/21
3338: 4'5/9
3339: 11'4/21
3340: 8'22/27
3341: 5/27
3342: 26/175
3343: 2'15/16
3344: 1'4/7
3345: 162/2345
3346: 13'5/7
3347: 9'1642/1665
3348: 13'7/36
3349: 3'7/9
3350: 7
3351: 6'11/70
3352: 3'19/42
3353: 16/1421
3354: 8'1/9
3355: 5'16/21
3356: 2'85/162
3357: 7/10
3358: 7'163/345
3359: 26'1/3
3360: 9'59/60
3361: 10'2/5
3362: 16/1113
3363: 482'1/7
3364: 1/14
3365: 16'29/36
3366: 16'1/8
3367: 12
3368: 12'4/7
3369: 1'5/32
3370: 9
3371: 8'13/14
3372: 1'1/26
3373: 31'1/14
3374: 455/11532
3375: 1/4
3376: 5'1/2
3377: 4'1/12
3378: 31'7/40
3379: 6'23/68
3380: 3'5/22
3381: 5'33/52
3382: 7'2/5
3383: 2'8/23
3384: 1'5/12
3385: 15'35/36
3386: 2'2/7
3387: 100/2871
3388: 26'89/90
3389: 2'5/14
3390: 15'17/96
3391: 98/285
3392: 6'6/41
3393: 4'5/7
3394: 18'1/8
3395: 10'41/105
3396: 2'5/48
3397: 4'27/28
3398: 25/132
3399: 201'1/4
3400: 1
3401: 140'5/21
3402: 9'5/39
3403: 4'1/3
3404: 9'3/8
3405: 5'13/17
3406: 3'83/108
3407: 16'17/36
3408: 2/29
3409: 1/11
3410: 10'47/56
3411: 605/609
3412: 2'1/2
3413: 26
3414: 33
3415: 6'1/2
3416: 35/48
3417: 5'233/329
3418: 7'28/51
3419: 15'29/63
3420: 28'199/225
3421: 16/215
3422: 2/27
3423: 21/130
3424: 3'2/21
3425: 5/6
3426: 6'1/6
3427: 5'16/273
3428: 13/20
3429: 273
3430: 45'1/20
3431: 17/24
3432: 6'115/168
3433: 11/12
3434: 4/9
3435: 7'21/25
3436: 5'35/123
3437: 35'11/20
3438: 1'23/42
3439: 8'1/36
3440: 85'5/12
3441: 28'19/24
3442: 47'4/9
3443: 42'5/24
3444: 48'61/63
3445: 41'1/20
3446: 37'187/252
3447: 10'1/4
3448: 1'179/315
3449: 16'1/9
3450: 5'3/14
3451: 7'2/9
3452: 108/539
3453: 88'13/20
3454: 4'41/44
3455: 22'3/4
3456: 7'1/2
3457: 10'1/2
3458: 1'31/46
3459: 10'11/15
3460: 3'9/160
3461: 5'1/3
3462: 6'2/3
3463: 14'38/189
3464: 6'14/45
3465: 4'41/105
3466: 10'1/18
3467: 5/18
3468: 3
3469: 16'5/18
3470: 3'7/40
3471: 1/104
3472: 2'26/87
3473: 9'35/36
3474: 130/189
3475: 2'2/19
3476: 14/39
3477: 56'3/4
3478: 6'3/4
3479: 6'11/15
3480: 2'1/2
3481: 1'79/324
3482: 8'7/22
3483: 9'35/36
3484: 50'61/72
3485: 28/243
3486: 8'11/27
3487: 21/3776
3488: 9
3489: 1/2
3490: 6
3491: 63'8/9
3492: 110'1/2
3493: 15/178
3494: 6'13/28
3495: 8'16/171
3496: 53'5/9
3497: 20'1/6
3498: 1'7/10
3499: 2'16/525
3500: 3'131/195
3501: 1'1/18
3502: 10
3503: 8'17/35
3504: 26'70/81
3505: 6'25/38
3506: 32/175
3507: 2'19/30
3508: 3'1/12
3509: 6'1/14
3510: 4'34/45
3511: 261/4256
3512: 8'10/27
3513: 34'11/12
3514: 53'5/8
3515: 1'2/13
3516: 7'1/45
3517: 39
3518: 27/301
3519: 35'9/10
3520: 9'5/21
3521: 10/243
3522: 5'7/8
3523: 238'2/9
3524: 384'53/96
3525: 2'7/8
3526: 1'19/63
3527: 15/928
3528: 121/135
3529: 11'1/24
3530: 1'11/30
3531: 18'8/9
3532: 10'7/8
3533: 5'2/3
3534: 616'1/4
3535: 2'37/57
3536: 15'19/180
3537: 1'203/297
3538: 5'7/20
3539: 1'5/9
3540: 1'3/7
3541: 16'17/18
3542: 1/7
3543: 4'92/147
3544: 2'22/45
3545: 55'37/63
3546: 55/58
3547: 2'13/14
3548: 16'8/9
3549: 9'27/40
3550: 77/408
3551: 1'104/175
3552: 7'13/36
3553: 9'5/8
3554: 5'101/264
3555: 5'16/21
3556: 17'35/36
3557: 7'61/180
3558: 31'5/6
3559: 10
3560: 2'124/609
3561: 3'14/19
3562: 1'69/76
3563: 7/16
3564: 1'1/72
3565: 5'5/22
3566: 2'7/9
3567: 2'1/2
3568: 2'16/25
3569: 3'71/72
3570: 26'1/6
3571: 4'1/12
3572: 55'1/5
3573: 1/7
3574: 5/32
3575: 1'2/3
3576: 14/69
3577: 27
3578: 85/224
3579: 2/39
3580: 11/146
3581: 1'17/42
3582: 512/3813
3583: 18'6/7
3584: 7'101/348
3585: 5'9/10
3586: 5'13/14
3587: 311'1/9
3588: 27/160
3589: 532/4779
3590: 19'4/5
3591: 2'4/9
3592: 5'49/52
3593: 12'3/8
3594: 15'3/4
3595: 8'67/136
3596: 17'1/6
3597: 12
3598: 2'8/9
3599: 4/9
3600: 17/18
3601: 3'1/2
3602: 8'38/99
3603: 11'22/45
3604: 5
3605: 22'5/18
3606: 4/21
3607: 14'5/18
3608: 47'5/8
3609: 3'1/40
3610: 3'11/24
3611: 5'3/4
3612: 9'43/238
3613: 32'4/9
3614: 1'5/39
3615: 80'2/3
3616: 4'2/5
3617: 1/4
3618: 3/16
3619: 13'1/6
3620: 5'1/28
3621: 8'1/4
3622: 15'2/9
3623: 1'23/74
3624: 2/39
3625: 18
3626: 67'1/2
3627: 4'19/164
3628: 6'89/180
3629: 5'5/222
3630: 1/12
3631: 5'23/40
3632: 16'3/4
3633: 3'17/35
3634: 1'68/117
3635: 8'268/531
3636: 14'37/42
3637: 6'62/105
3638: 11'3/10
3639: 4'25/43
3640: 45'1/4
3641: 4'5/57
3642: 3'2/3
3643: 32'17/36
3644: 3'11/18
3645: 9'43/45
3646: 14'3/5
3647: 37/40
3648: 3'131/203
3649: 54'7/18
3650: 1'7/11
3651: 1'47/60
3652: 4'47/704
3653: 64/135
3654: 63'8/9
3655: 14'3/5
3656: 2'7/15
3657: 11'5/12
3658: 50'5/18
3659: 10'349/360
3660: 55'2/3
3661: 155/432
3662: 29
3663: 68'2/5
3664: 2'6/11
3665: 1715/3264
3666: 8
3667: 30'11/15
3668: 53'17/32
3669: 1'7/96
3670: 3'29/40
3671: 98
3672: 4'1/74
3673: 7'25/126
3674: 5'2/9
3675: 2'31/45
3676: 1'5/12
3677: 15'13/18
3678: 320/2187
3679: 6'1/9
3680: 2'3/8
3681: 1'7/8
3682: 1'1/3
3683: 33'41/70
3684: 6'13/64
3685: 1'1/4
3686: 17'7/9
3687: 7'164/585
3688: 30'41/64
3689: 3/26
3690: 9'1559/1848
3691: 23'20/21
3692: 134'2/5
3693: 4'17/140
3694: 3/28
3695: 2'137/140
3696: 1/2
3697: 4'19/34
3698: 27'27/56
3699: 9'71/168
3700: 20'32/315
3701: 1'1/6
3702: 5'11/28
3703: 4'119/180
3704: 6'1/30
3705: 7'61/70
3706: 8'7/9
3707: 20/171
3708: 6/7
3709: 14'2/3
3710: 2'7/18
3711: 3'46/51
3712: 1'13/25
3713: 7'5/12
3714: 2'3/8
3715: 6'23/32
3716: 11'1/6
3717: 8'9/35
3718: 8'17/36
3719: 9/17
3720: 10'2/21
3721: 14'11/15
3722: 16'128/147
3723: 3'350/387
3724: 3'436/525
3725: 19'11/12
3726: 6'1/160
3727: 45'9/35
3728: 57/245
3729: 10'25/36
3730: 20'29/36
3731: 5/69
3732: 5'89/126
3733: 4'23/72
3734: 5'1/2
3735: 40/437
3736: 4'11/72
3737: 49/183
3738: 14'1/2
3739: 112/703
3740: 9'2/3
3741: 7'5/6
3742: 43'25/28
3743: 19/544
3744: 3'31/70
3745: 6'1/8
3746: 50'1/6
3747: 8'1/6
3748: 7'46/71
3749: 1'85/87
3750: 5/34
3751: 2'2/19
3752: 2/7
3753: 2'17/18
3754: 4/5
3755: 5'1/2
3756: 38'17/25
3757: 6'31/81
3758: 3'31/68
3759: 4'1/10
3760: 49/760
3761: 729/4655
3762: 4'5/7
3763: 1'4/5
3764: 10'1/4
3765: 8
3766: 11'2/21
3767: 6'125/558
3768: 14
3769: 5'1/5
3770: 8'53/196
3771: 86'1/4
3772: 17/30
3773: 37/84
3774: 52/245
3775: 2'27/32
3776: 10'2/7
3777: 4'7/24
3778: 5'7/9
3779: 23/34
3780: 0
3781: 1'1/24
3782: 18'13/14
3783: 6'3/4
3784: 54'31/36
3785: 75'7/12
3786: 51'25/72
3787: 7'5/6
3788: 399/3400
3789: 117'241/294
3790: 45/49
3791: 45'3/7
3792: 17'13/15
3793: 13'11/56
3794: 12
3795: 4'63/89
3796: 3'28/61
3797: 4'1121/1288
3798: 15'4/5
3799: 18'16/45
3800: 40/1239
3801: 4'33/38
3802: 279'31/105
3803: 1'5/39
3804: 5'1/35
3805: 1'17/40
3806: 12'5/6
3807: 1/10
3808: 1'1/7
3809: 7'5/7
3810: 29'16/21
3811: 6'3/4
3812: 48
3813: 71'3/4
3814: 5/7
3815: 9'26/35
3816: 23'1/12
3817: 2'259/276
3818: 28'11/14
3819: 2'5/7
3820: 6'4/5
3821: 13'1/2
3822: 3'3/11
3823: 13'19/24
3824: 931/12480
3825: 793/960
3826: 3'29/105
3827: 6'47/168
3828: 79'1/4
3829: 2'5/7
3830: 7/306
3831: 1/9
3832: 36
3833: 18'2/3
3834: 32'4/5
3835: 1'1/2
3836: 14'13/28
3837: 41'3/5
3838: 6'23/153
3839: 5'117/497
3840: 28'4/5
3841: 12'8/35
3842: 6'2/3
3843: 17'23/40
3844: 7'1/12
3845: 19'1/4
3846: 16'1/8
3847: 88'38/147
3848: 1'3/4
3849: 171/305
3850: 3'9/116
3851: 2'2/9
3852: 59/70
3853: 27/203
3854: 17'1/12
3855: 12'11/14
3856: 9'1/2
3857: 5'11/45
3858: 10'2/3
3859: 1'5/18
3860: 11'2/3
3861: 2'17/18
3862: 5'5/6
3863: 5'127/180
3864: 7'1/5
3865: 5'4/5
3866: 5'77/148
3867: 27
3868: 12/31
3869: 63/416
3870: 19'14/15
3871: 23/35
3872: 6'25/36
3873: 9/11
3874: 71/456
3875: 13/48
3876: 11'16/21
3877: 44'1/10
3878: 10/69
3879: 3'17/126
3880: 3/65
3881: 12'16/45
3882: 2'73/78
3883: 1'5/174
3884: 5'13/36
3885: 13'5/12
3886: 14'4/9
3887: 8'2/3
3888: 1/3
3889: 1'2/61
3890: 4'27/28
3891: 5'9/16
3892: 15'5/7
3893: 10
3894: 1'9/32
3895: 4'1/10
3896: 5'21/32
3897: 10'4/9
3898: 3/10
3899: 54/287
3900: 18'13/20
3901: 41
3902: 6/121
3903: 14/17
3904: 189/1700
3905: 37'1/2
3906: 46'13/42
3907: 175/272
3908: 29'1/2
3909: 6'14/15
3910: 16'1/3
3911: 3'37/135
3912: 1'2/13
3913: 4'149/300
3914: 290'25/36
3915: 3
3916: 1'2/5
3917: 21'3/4
3918: 4'4/35
3919: 12/145
3920: 8'1/35
3921: 1'317/768
3922: 1'383/1064
3923: 5'345/469
3924: 9'7/36
3925: 32'1/63
3926: 16/345
3927: 57'1/20
3928: 18'31/36
3929: 3'9/16
3930: 8'19/35
3931: 4'11/20
3932: 7'5/6
3933: 13'11/15
3934: 3'1/20
3935: 8'3/14
3936: 8'13/15
3937: 27/1456
3938: 61'11/72
3939: 20'7/18
3940: 15'1/2
3941: 1'3/16
3942: 15'11/20
3943: 18'1/5
3944: 21'11/21
3945: 10'1/2
3946: 2'3/4
3947: 14'1/10
3948: 3/5
3949: 441/1625
3950: 1'7/24
3951: 2'132/301
3952: 16/19
3953: 195/374
3954: 1621/2556
3955: 3'10/27
3956: 16'1/5
3957: 4'81/85
3958: 5'1/8
3959: 1'14/15
3960: 1'13/30
3961: 336
3962: 4'128/175
3963: 8/21
3964: 5'3/8
3965: 17
3966: 4'3/4
3967: 2'137/159
3968: 2'67/90
3969: 6'10/39
3970: 35'1/3
3971: 5'9/56
3972: 292'1/2
3973: 25'1/20
3974: 6'27/35
3975: 2'29/76
3976: 1/78
3977: 4'1/10
3978: 75/403
3979: 2'25/28
3980: 19
3981: 2'3/4
3982: 276'17/42
3983: 3'4/9
3984: 4/15
3985: 1'1/6
3986: 6'42/115
3987: 9'3/8
3988: 200/243
3989: 7'47/95
3990: 7'7/18
3991: 80/549
3992: 7/3564
3993: 6'59/252
3994: 4/17
3995: 17'1/7
3996: 35/153
3997: 1'31/32
3998: 55/448
3999: 4'13/29
4000: 3'13/36
4001: 1'13/27
4002: 3'11/100
4003: 42'2/3
4004: 30'2/3
4005: 17'29/36
4006: 30'7/10
4007: 9/175
4008: 12'1/6
4009: 64'1/8
4010: 304/1239
4011: 1'23/60
4012: 20/23
4013: 25'5/14
4014: 10'50/63
4015: 7'31/35
4016: 1'4/77
4017: 3'787/2709
4018: 181'1/8
4019: 1/36
4020: 2'16/115
4021: 1'10/17
4022: 349'25/84
4023: 12'7/30
4024: 17'2/7
4025: 56'127/144
4026: 133'7/8
4027: 4'1/4
4028: 5/18
4029: 78'23/60
4030: 4'1/3
4031: 41'1/4
4032: 6
4033: 4'4/5
4034: 12'11/24
4035: 2'1/3
4036: 3/118
4037: 1'1/2
4038: 7'6/7
4039: 1/42
4040: 7'25/424
4041: 46
4042: 1'41/414
4043: 8'37/69
4044: 57'4/21
4045: 2'25/114
4046: 64'2/7
4047: 22'5/14
4048: 1'25/63
4049: 2'4/7
4050: 17
4051: 1'5/54
4052: 8/81
4053: 23'1/6
4054: 67
4055: 25'2/15
4056: 7'1/3
4057: 2/3
4058: 7/24
4059: 15'25/56
4060: 5/56
4061: 2'23/90
4062: 7/54
4063: 1/21
4064: 120/343
4065: 4'5/8
4066: 1/15
4067: 3'3/8
4068: 10'1/7
4069: 56'47/90
4070: 4'11/42
4071: 2'1/12
4072: 12'3/5
4073: 9'1/8
4074: 109/296
4075: 2'4/13
4076: 12'1/21
4077: 29/30
4078: 1/42
4079: 14'13/30
4080: 72'9/28
4081: 43'29/42
4082: 5'19/28
4083: 15/374
4084: 3'7/9
4085: 9'9/20
4086: 36/59
4087: 7'176/315
4088: 3'12/35
4089: 6'20/357
4090: 5'42/125
4091: 9
4092: 14'13/15
4093: 2/45
4094: 6'25/54
4095: 273'3/5
4096: 5/29
4097: 9'1/9
4098: 7
4099: 14
4100: 8'1/10
4101: 3'47/408
4102: 2'4/135
4103: 9'29/45
4104: 1'4/9
4105: 15'151/180
4106: 30'59/72
4107: 118'2/7
4108: 18'17/24
4109: 1'1093/1525
4110: 20'11/14
4111: 13'9/16
4112: 46'3/5
4113: 16'8/9
4114: 53'3/16
4115: 17'4/7
4116: 62'19/40
4117: 56'67/70
4118: 1'22/25
4119: 12'1/20
4120: 17'4/5
4121: 28/45
4122: 2'1/9
4123: 9'5/7
4124: 9'1/6
4125: 7'1/24
4126: 36'4/9
4127: 435/2737
4128: 20'107/168
4129: 3'121/380
4130: 13/144
4131: 31/45
4132: 23'1/12
4133: 4'7/9
4134: 1/14
4135: 8/37
4136: 11/18
4137: 42/85
4138: 6'26/45
4139: 12'7/20
4140: 17'17/21
4141: 110'1/4
4142: 9'1/21
4143: 58
4144: 3'5/7
4145: 8'7/8
4146: 2
4147: 16/175
4148: 5'5/8
4149: 4'1/3
4150: 8'41/220
4151: 6'67/135
4152: 15'5/8
4153: 49'5/42
4154: 5'7/117
4155: 42'3/8
4156: 28/45
4157: 4/49
4158: 10'3/4
4159: 17/120
4160: 2'61/111
4161: 2'566/1617
4162: 2'1/18
4163: 28'3/7
4164: 14'11/30
4165: 19'3/5
4166: 1'7/8
4167: 2'589/1204
4168: 2'11/78
4169: 7'23/120
4170: 72/175
4171: 11
4172: 4'7/10
4173: 9'29/175
4174: 9'53/280
4175: 1'1/7
4176: 29'6/7
4177: 57'5/12
4178: 3'7/54
4179: 64/247
4180: 3
4181: 3'13/76
4182: 0
4183: 9'37/42
4184: 56
4185: 11'8/35
4186: 2'1/6
4187: 7'71/126
4188: 11/48
4189: 10'1/3
4190: 16'1/7
4191: 1'45/56
4192: 4/87
4193: 3/28
4194: 9'11/25
4195: 2'1/9
4196: 1'47/360
4197: 76'2/3
4198: 7'17/28
4199: 19'11/54
4200: 2'5/8
4201: 2'5/6
4202: 5'35/57
4203: 4'11/30
4204: 32/105
4205: 20'1/2
4206: 22'4/9
4207: 41'17/20
4208: 2'4/9
4209: 6'17/40
4210: 1'2/9
4211: 1/3
4212: 8'1/2
4213: 40/329
4214: 2'82/175
4215: 15'73/81
4216: 126'9/16
4217: 10/47
4218: 9'38/105
4219: 4'1/5
4220: 16'1/12
4221: 245/2728
4222: 7'116/235
4223: 6'1/125
4224: 1/2
4225: 2'1/2
4226: 231/3901
4227: 45/164
4228: 12'44/45
4229: 5'47/56
4230: 1/25
4231: 175'1/14
4232: 81'1/5
4233: 3'3/4
4234: 1'62/95
4235: 50'17/28
4236: 5'5/18
4237: 8'157/774
4238: 4'17/21
4239: 10
4240: 6/55
4241: 14'25/28
4242: 14'2/5
4243: 11'1/7
4244: 9'1/2
4245: 9'7/45
4246: 23'2/3
4247: 3/47
4248: 25'5/6
4249: 3'23/28
4250: 8'34/55
4251: 830/2511
4252: 3'1/2
4253: 8'14/45
4254: 15'7/12
4255: 16'53/70
4256: 3'1/2
4257: 15
4258: 6
4259: 14'2/3
4260: 5'5/7
4261: 4'1/2
4262: 18'9/20
4263: 3'5/8
4264: 2'79/104
4265: 104'1/2
4266: 34'3/4
4267: 7'5/7
4268: 5'31/415
4269: 1/3
4270: 11'11/12
4271: 48'23/30
4272: 361/396
4273: 8'13/63
4274: 23'2/9
4275: 29'41/45
4276: 9'4/9
4277: 44
4278: 31/90
4279: 40/117
4280: 17'1/10
4281: 17/21
4282: 928/1235
4283: 4'11/52
4284: 2/91
4285: 6'57/140
4286: 6'201/232
4287: 17
4288: 3'46/83
4289: 14'13/21
4290: 11'5/12
4291: 9'121/378
4292: 34'3/8
4293: 8'5/14
4294: 3'5/9
4295: 7'11/60
4296: 11'5/9
4297: 32/93
4298: 16'67/72
4299: 28'11/20
4300: 4
4301: 28'11/14
4302: 5'127/140
4303: 18'3/4
4304: 24'97/168
4305: 6'11/12
4306: 1/82
4307: 4/15
4308: 15/49
4309: 3/80
4310: 3'143/171
4311: 3'1/4
4312: 79/88
4313: 7'43/180
4314: 22'11/21
4315: 10
4316: 9'8/9
4317: 2'28/57
4318: 16/297
4319: 7'23/30
4320: 39'1/3
4321: 4'7/9
4322: 8'29/40
4323: 7'7/20
4324: 53'125/343
4325: 36'2/9
4326: 9/16
4327: 3'7/8
4328: 6'13/60
4329: 9'17/56
4330: 8'25/399
4331: 2'14/45
4332: 29'9/10
4333: 4'148/315
4334: 59/72
4335: 441/704
4336: 1'2/5
4337: 6'48/77
4338: 269'31/45
4339: 5'11/50
4340: 5/6
4341: 33'53/56
4342: 11'1/2
4343: 19/21
4344: 8'29/32
4345: 30'3/10
4346: 0
4347: 78'1/10
4348: 21'5/6
4349: 7'11/19
4350: 4'4/21
4351: 212/231
4352: 1'206/325
4353: 1'1/15
4354: 3'41/42
4355: 53/70
4356: 4'46/63
4357: 10
4358: 4/63
4359: 19'8/21
4360: 9'2/5
4361: 2/5
4362: 32/135
4363: 9'109/168
4364: 19'55/72
4365: 3'43/63
4366: 41'5/6
4367: 58'4/7
4368: 3'284/315
4369: 52/57
4370: 1'1/2
4371: 15'5/18
4372: 342/5369
4373: 11'5/8
4374: 8/9
4375: 56'67/72
4376: 2'16/47
4377: 3'1/2
4378: 54/55
4379: 4'11/28
4380: 8'11/56
4381: 9'7/10
4382: 2'43/46
4383: 16'23/42
4384: 24'3/8
4385: 59/288
4386: 4'29/45
4387: 212'4/5
4388: 2
4389: 10'23/147
4390: 7'9/28
4391: 9/142
4392: 1'86/105
4393: 5'53/150
4394: 86/99
4395: 20/37
4396: 5'3/4
4397: 2/441
4398: 8'47/108
4399: 40/493
4400: 8'41/270
4401: 7'19/126
4402: 19'1/2
4403: 7/124
4404: 57/484
4405: 470'2/5
4406: 9'33/56
4407: 4'23/48
4408: 4'179/232
4409: 16/141
4410: 11/18
4411: 5'21/110
4412: 1'19/21
4413: 1'3/28
4414: 8'3/4
4415: 6'1/12
4416: 85/594
4417: 18'1/3
4418: 5/7
4419: 7'2/7
4420: 2/3
4421: 47'61/72
4422: 36'1/3
4423: 35/76
4424: 20/161
4425: 17'329/360
4426: 1'85/154
4427: 8'72/115
4428: 26
4429: 5/8
4430: 2'7/12
4431: 31/45
4432: 4'4/5
4433: 9'6/265
4434: 3'17/40
4435: 5'97/450
4436: 8'248/355
4437: 4/153
4438: 19'11/24
4439: 9'58/63
4440: 63'8/15
4441: 7'1/9
4442: 27/320
4443: 3'3/4
4444: 39'3/4
4445: 10'55/72
4446: 24/329
4447: 11'1/6
4448: 5'3/10
4449: 5'1/3
4450: 4'16/25
4451: 449'1/2
4452: 5'599/2744
4453: 7'43/70
4454: 24/77
4455: 7/222
4456: 17/308
4457: 58'1/7
4458: 11'22/63
4459: 1'31/256
4460: 20'4/9
4461: 2'7/106
4462: 8'977/2170
4463: 69/98
4464: 7'7/8
4465: 6'43/244
4466: 5'7/10
4467: 18'5/6
4468: 3'23/28
4469: 33'46/315
4470: 18/29
4471: 342'2/9
4472: 9'13/15
4473: 14'3/8
4474: 3'187/1050
4475: 7/75
4476: 6'3/20
4477: 8'24/55
4478: 173/600
4479: 17'14/27
4480: 1'23/64
4481: 53'2/5
4482: 8'181/234
4483: 1'5/8
4484: 22'8/21
4485: 3'2/9
4486: 24'7/12
4487: 4/19
4488: 12/35
4489: 42'2/7
4490: 3'45/272
4491: 4'5/9
4492: 19'3/4
4493: 4'37/75
4494: 13'11/12
4495: 45
4496: 21'2/3
4497: 24/95
4498: 1/8
4499: 30'41/50
4500: 1'1/18
4501: 8'19/77
4502: 2'137/270
4503: 9'1/2
4504: 1'5/8
4505: 79'13/36
4506: 27'1/4
4507: 16/567
4508: 2'175/648
4509: 336/2405
4510: 8'19/30
4511: 4'16/81
4512: 119'1/6
4513: 35'2/3
4514: 1'2/3
4515: 11'7/9
4516: 6/49
4517: 5'1/12
4518: 10/237
4519: 1'67/88
4520: 44'1/6
4521: 5'233/252
4522: 6'7/25
4523: 7'31/81
4524: 43'1/14
4525: 3'65/84
4526: 11'7/10
4527: 18'13/35
4528: 3'1/11
4529: 6'13/18
4530: 3'1/2
4531: 15'7/12
4532: 4'55/141
4533: 11'7/40
4534: 30'3/5
4535: 15'39/56
4536: 13'61/72
4537: 6'17/40
4538: 9'29/40
4539: 7'32/135
4540: 9'20/63
4541: 10'11/95
4542: 1'35/93
